Image,Classification,ROI: 0.33 µm per pixel: Hoechst: Mean,ROI: 0.33 µm per pixel: AF1: Mean,ROI: 0.33 µm per pixel: CD45: Mean,ROI: 0.33 µm per pixel: S100a: Mean,ROI: 0.33 µm per pixel: CD4: Mean,ROI: 0.33 µm per pixel: CD8a: Mean,ROI: 0.33 µm per pixel: FoxP3: Mean,ROI: 0.33 µm per pixel: PD1: Mean
LungImg2.ome.tif,CD8,3454.6628,1637.3804,1286.0835,331.6228,792.2391,2757.5474,347.7705,268.9069
LungImg2.ome.tif,CD4,3167.272,1439.4342,1192.978,392.3355,2707.6118,303.1535,313.6645,257.4386
LungImg2.ome.tif,,1841.8793,2062.7,752.9241,368.1345,904.9759,462.8552,287.931,251.5448
LungImg2.ome.tif,,1734.5172,1593.3196,764.8023,395.8506,1281.2092,335.4529,293.7862,257.6506
LungImg2.ome.tif,CD4,3632.9785,2446.9224,867.1501,324.1957,2640.0107,363.3646,397.563,299.0134
LungImg2.ome.tif,CD4,2901.9597,1709.3776,801.8423,405.6376,2046.1241,351.0705,344.297,274.6946
LungImg2.ome.tif,CD4,3442.425,1476.3857,1283.1769,412.656,3674.3711,682.7715,278.801,260.4152
LungImg2.ome.tif,CD8,2958.1895,2012.3379,1472.0215,359.9668,935.0938,1758.8281,288.2559,279.1973
LungImg2.ome.tif,CD4,3206.1624,1663.2563,1237.6599,360.8756,3540.7234,760.3858,283.7005,257.0838
LungImg2.ome.tif,CD4: FoxP3,1934.0121,2584.5972,1009.3002,390.8597,1785.8778,348.4796,906.8477,257.5641
LungImg2.ome.tif,,1690.8488,3029.3479,707.4478,464.4902,1286.7322,303.6309,266.997,263.8472
LungImg2.ome.tif,CD4: FoxP3,2407.9163,3631.9583,765.107,325.0884,2294.6094,351.1581,1554.3721,280.9581
LungImg2.ome.tif,CD4,1243.2465,2498.0312,1208.6544,326.3258,2709.1274,277.9943,627.3343,245.0312
LungImg2.ome.tif,CD4: FoxP3,2700.5776,3111.8503,816.3666,314.3255,2038.3578,343.8358,1837.9443,292.261
LungImg2.ome.tif,CD4,1655.2032,1435.3585,896.3386,300.6115,2449.783,411.0259,317.4602,284.1972
LungImg2.ome.tif,CD4,2209.7561,1955.75,1424.5184,367.4344,4564.0552,350.0697,323.457,311.0287
LungImg2.ome.tif,CD4,1952.3689,3394.3721,838.3201,374.2469,2623.991,259.0153,281.1158,258.9756
LungImg2.ome.tif,CD8,2573.0315,1476.7898,1103.5508,317.8889,913.2319,1445.7609,321.1497,287.2947
LungImg2.ome.tif,,1898.0454,1398.4166,819.2349,628.2197,484.8106,825.6212,280.3712,267.5985
LungImg2.ome.tif,CD4,3017.8376,1895.2338,810.6883,358.4935,2034.6104,350.0325,354,283.1299
LungImg2.ome.tif,CD8,2034.3851,1919.1118,1481.4658,342.6646,1727.3975,2540.0498,367.5652,281.6832
LungImg2.ome.tif,,1613.7767,1474.2589,1416.4911,261.6429,537.5714,367.1786,295.7857,300.5357
LungImg2.ome.tif,CD4: FoxP3,2097.5652,2836.3696,774.9276,258.6594,1737.1086,269.7464,1866.6377,277.3261
LungImg2.ome.tif,CD4: PD1,1680.9259,1671.8704,1533.5927,361.8333,3961.1296,376.8148,324.1482,654.037
LungImg2.ome.tif,CD8,2768.5535,1859.3483,1082.3303,403.3438,752.6741,2042.8795,353.3527,298.5982
LungImg2.ome.tif,CD4,1877.3362,1560.4706,1043.0757,429.9076,2003.8488,432.8824,316.4202,259.9328
LungImg2.ome.tif,CD4,1533.8402,3067.6538,902.1107,345.2726,2266.2622,349.7172,289.9897,261.9365
LungImg2.ome.tif,CD8,3085.7009,3244.7063,1025.7952,366.6307,605.1671,1497.5957,326.7763,262.9353
LungImg2.ome.tif,,1647.7953,2238.0393,673.2913,463.9606,1447.0552,420.4803,322.1417,275.2874
LungImg2.ome.tif,,2309.2856,2391.9722,761.0873,460.1528,1289.7262,597.9484,327.2143,308.4623
LungImg2.ome.tif,,1654.9877,1923.4098,725.5901,479.5082,789.0287,327.8238,359.7418,266.8443
LungImg2.ome.tif,CD4,3253.365,2415.033,674.4854,361.3504,1791.8248,398.5547,361.4197,284.1679
LungImg2.ome.tif,CD4,2981.4714,1553.7877,796.7493,352.3276,1826.6025,302.5299,297.8077,348
LungImg2.ome.tif,CD4,2667.824,1957.8632,919.3743,374.1704,2431.8911,360.3575,324.9385,279.9721
LungImg2.ome.tif,CD4,2865.8372,2187.2556,1405.035,324.5764,3522.7769,306.1404,309.8496,257.985
LungImg2.ome.tif,CD8,2107.6782,2792.5908,928.371,279.4172,837.7245,2182.1353,266.1704,269.9602
LungImg2.ome.tif,,4598.3359,2033.4474,1088.1237,364.8,807.6392,1138.5361,331.4309,493.6619
LungImg2.ome.tif,CD4,3627.9033,3258.554,1419.7329,314.7159,3279.1221,384.6307,528.3381,316.9858
LungImg2.ome.tif,CD4,3995.3855,3060.7178,931.466,344.1864,2303.9724,297.2595,342.6499,274.2393
LungImg2.ome.tif,CD4,2318.9077,2339.0083,831.2095,339.581,2707.5698,299.6508,309.3017,399.5726
LungImg2.ome.tif,,1749.7625,2520.8171,640.0444,668.6553,1118.4125,485.9269,341.5849,298.6031
LungImg2.ome.tif,CD4: PD1,2823.5994,1956.9036,1122.4736,316.8567,4293.3828,296.3362,342.8743,534.0497
LungImg2.ome.tif,CD4,3224.8547,2060.7244,1005.0643,308.1232,3227.9854,578.5294,286.1342,291.4559
LungImg2.ome.tif,CD4,4494.7271,2283.3176,981.5772,375.6443,3120.991,406.047,371.2729,273.8926
LungImg2.ome.tif,CD8,3425.0195,2601.7786,1105.3965,302.3429,880.3411,2334.1321,347.4554,286.0643
LungImg2.ome.tif,CD4,3097.5703,2043.5192,1229.5857,412.8951,3415.3452,323.2711,263.9846,281.399
LungImg2.ome.tif,,2284.4165,3321.4016,685.0773,363.6708,763.9875,460.596,346.7007,268.3616
LungImg2.ome.tif,CD4,4168.5215,2112.9705,787.8246,366.344,2358.9226,338.2506,341.6856,303.3121
LungImg2.ome.tif,CD4,2960.0715,2031.1101,993.7887,351.4167,2732.6399,365.4018,346,263.5595
LungImg2.ome.tif,,2068.6506,2715.4536,547.3309,697.6821,857.0948,485.0074,344.829,285.9833
LungImg2.ome.tif,CD4,4359.6045,2162.8796,1145.1376,377.6361,2837.3267,297.361,418.3267,414.6791
LungImg2.ome.tif,CD4,2440.8713,2135.9316,907.0484,386.9282,2652.2053,282.7462,449.9032,274.8347
LungImg2.ome.tif,,2117.7991,2515.4741,812.07,442.4334,1219.6501,365.5011,343.0564,266.5169
LungImg2.ome.tif,,3034.5515,1816.3046,696.6667,329.4774,1411.3334,358.7572,317.4197,263.1646
LungImg2.ome.tif,CD4,3682.2595,1626.3633,848.5433,362.1384,2180.6296,285.4325,402.9481,292.917
LungImg2.ome.tif,CD4,1637.6812,3491.3325,782.7608,412.385,2313.1958,291.0547,281.1093,242.1913
LungImg2.ome.tif,CD4,2997.3308,2639.3203,1136.864,455.6843,3345.1948,302.79,336.1042,270.7749
LungImg2.ome.tif,CD4,1440.011,2322.4219,2156.4658,520.5287,5425.3179,343.0247,333.9836,243.8575
LungImg2.ome.tif,,1249.6912,2158.5964,877.7339,459.6422,1726.6146,331.6269,360.4893,261.9327
LungImg2.ome.tif,CD4,1994.292,1862.4055,718.7626,307.0105,2107.3005,318.3361,333.7122,267.1176
LungImg2.ome.tif,,3748.8523,2051.5757,1078.9797,363.6476,984.2693,320.2159,500.786,263.7269
LungImg2.ome.tif,CD4,2275.6445,1609.5392,822.8856,363.1054,2677.1416,423.8735,333.494,268.0542
LungImg2.ome.tif,CD4,2209.7622,1741.9379,935.2162,416.2541,3452.9675,300.2027,314.1459,264.0594
LungImg2.ome.tif,CD8,3173.1909,2147.6667,1332.1055,345.6013,570.3233,2124.3887,307.6281,243.464
LungImg2.ome.tif,CD4,1448.6829,990.4849,782.8909,371.0667,2082.792,297.9394,249.9818,379.802
LungImg2.ome.tif,CD4,2170.7156,3370.7722,833.3771,347.576,2158.9006,348.7845,327.2583,293.6547
LungImg2.ome.tif,CD4,3243.1689,2852.0315,953.0389,335.1577,1743.616,334.321,335.7848,305.9128
LungImg2.ome.tif,CD4: FoxP3,2522.7312,1699.2656,949.4082,376.5295,2314.0017,302.418,2111.8557,261.5229
LungImg2.ome.tif,CD4,2202.8342,1835.1493,668.808,379.2796,1966.4668,291.2654,305.6137,260.6754
LungImg2.ome.tif,CD4,3514.4009,2772.8396,853.7119,360.2214,2768.7539,309.0553,310.9275,284.7214
LungImg2.ome.tif,CD4,3363.9832,1787.4454,687.3782,343.2125,1624.8572,324.0816,319.497,282.7827
LungImg2.ome.tif,CD4: FoxP3,3575.4866,2861.7349,1431.1119,327.3942,2739.686,296.3504,1699.0316,273.4112
LungImg2.ome.tif,,2357.1382,2596.0764,559.5323,355.6147,1118.303,292.8676,305.0882,266.5529
LungImg2.ome.tif,,1785.4685,2860.6194,825.4437,409.027,1226.3334,433.5811,287.723,252.7523
LungImg2.ome.tif,CD4: FoxP3,2287.4512,2256.4377,1026.4246,390.6998,4084.8706,380.0464,1646.5092,310.5456
LungImg2.ome.tif,,2699.7673,2969.0696,858.1761,352.1583,666.8287,910.3199,282.0985,268.5848
LungImg2.ome.tif,CD4,1261.5259,3312.4861,735.1215,373.1195,1987.4442,307.004,321.6574,254.8865
LungImg2.ome.tif,CD4,4172.1753,3176.9482,1382.795,373.4593,4022.595,287.6716,673.5876,353.0741
LungImg2.ome.tif,CD4: FoxP3,1988,2680.1748,897.1713,306.7937,2675.9441,263.0979,1250.4126,293.9196
LungImg2.ome.tif,CD4,2240.8872,2248.0659,824.1047,321.2464,3301.6731,276.8953,265.7456,259.5395
LungImg2.ome.tif,CD4: FoxP3,3444.5371,1641.3778,731.1519,316.7037,2298.7444,330.6852,1334.7778,266.8037
LungImg2.ome.tif,CD4,1747.927,2376.6106,686.1582,318.1461,2445.8337,400.4625,385.2901,274.7221
LungImg2.ome.tif,CD8,1865.8676,3079.8396,728.5468,305.8474,457.4922,2163.0576,264.919,245.3956
LungImg2.ome.tif,CD8,2437.2786,2277.7424,784.994,284.0542,539.4608,2489.4985,302.7846,324.3584
LungImg2.ome.tif,,3709.3303,2917.4749,677.3282,328.4114,1640.7112,398.0044,476.1204,281.4267
LungImg2.ome.tif,,1610.9137,2324.5203,835.976,340.2158,704.223,819.0072,278.5564,230.1583
LungImg2.ome.tif,CD4: FoxP3,3605.7039,3668.5325,1213.6163,288.946,3367.4041,369.6443,2900.1787,285.1546
LungImg2.ome.tif,CD4,1230.412,2380.3159,817.208,380.912,2860.7241,395.032,349.94,257.744
LungImg2.ome.tif,CD4: FoxP3,2851.1804,2756.5488,1043.1166,292.8459,2936.1655,341.0376,2244.1992,262.4774
LungImg2.ome.tif,CD4,3019.3862,2660.4722,1036.3027,324.3167,3533.9888,390.4472,556.1972,268.9722
LungImg2.ome.tif,CD8,1366.0312,1984.418,1457.4727,493.5508,940.5273,1953.6797,295.6641,265.4414
LungImg2.ome.tif,CD8,3410.3921,1759.8292,716.2793,348.0275,1221.1273,1153.8495,290.8017,275.0449
LungImg2.ome.tif,CD4,3308.0112,2161.1089,917.2336,343.5744,2513.9663,294.6656,301.112,255.2944
LungImg2.ome.tif,CD8,2693.2356,2951.8037,1163.2935,461.8654,583.101,2506.7234,335.0243,268.5383
LungImg2.ome.tif,CD8,1677.4,2519.5481,770.0228,296.1063,412.8215,1639.7468,301.4582,277.2519
LungImg2.ome.tif,,2518.3049,1612.0189,849.1289,408.1667,828.8994,400.0346,311.1415,252.8396
LungImg2.ome.tif,CD4,1548.5243,1824.4806,887.1213,796.9369,1747.2136,325.3204,305.6747,251.5534
LungImg2.ome.tif,CD8,3419.4092,2512.604,611.334,295.5243,494.6062,1291.7323,324.2168,259.6726
LungImg2.ome.tif,CD8,3007.8938,2015.2289,632.932,398.8939,690.9188,945.1277,304.5257,256.0133
LungImg2.ome.tif,CD4: FoxP3,2362.342,1273.7239,879.5107,394.0154,2400.9094,273.6733,920.0767,278.2301
LungImg2.ome.tif,CD8,3106.2192,1702.9293,1233.9126,359.632,1097.6989,3145.6748,317.7137,292.3829
LungImg2.ome.tif,,3120.3713,3355.8889,639.8265,324.0759,1403.2899,308.4661,353.168,265.523
LungImg2.ome.tif,CD8,1841.614,2439.1428,675.2601,403.6908,542.2559,1390.5096,281.2708,270.8422
LungImg2.ome.tif,,2714.3784,1509.6246,617.8646,375.8738,868.0031,295.9261,305.6708,256.4492
LungImg2.ome.tif,CD4,2712.1548,2061.0569,849.3184,356.1584,3258.3167,314.6747,276.7539,265.7246
LungImg2.ome.tif,CD8,2581.2422,2626.9055,1399.0184,369.2464,1438.77,2224.2319,305.1335,268.5031
LungImg2.ome.tif,CD8,2151.7363,1365.5439,760.4615,369.7857,1158.4093,1076.9862,297.9038,241.0714
LungImg2.ome.tif,CD4,1348.8267,2836.6475,1004.2829,358.6474,3641.2888,327.3566,272.7948,286.0299
LungImg2.ome.tif,CD8,3450.8359,1252.9325,842.6592,294.4662,1752.6366,1010.9293,309.7685,257.701
LungImg2.ome.tif,,1171.1674,2077.0815,887.0286,356.3714,1212.0817,330.7755,292.3714,264.0163
LungImg2.ome.tif,CD4,2176.9768,1547.8918,800.296,358.3372,2003.4607,286.2342,289.7387,252.6551
LungImg2.ome.tif,CD4,3238.2681,1688.5266,1036.981,428.2072,1626.1559,996.7604,354.7757,267.9449
LungImg2.ome.tif,,3004.5769,1895.7585,857.4979,421.2009,609.2607,366.1154,330.2286,252.5171
LungImg2.ome.tif,CD4,2311.5413,1893.6219,1302.6694,508.5888,3688.7996,298.562,318.5764,275.6756
LungImg2.ome.tif,CD4: PD1,3225.9937,1483.0909,1070.1184,308.1395,3277.8965,293.1543,315.1628,599.0972
LungImg2.ome.tif,CD4: FoxP3,2742.0298,1918.4644,1053.3964,345.8143,3158.4246,326.8109,739.0647,326.2255
LungImg2.ome.tif,,1540.3153,1988.7013,1139.8298,464.4149,960.6971,854.9419,354.3319,265.0581
LungImg2.ome.tif,CD4,4026.1208,1500.8566,1409.9661,266.5547,4057.2151,302.717,362.8755,356.1245
LungImg2.ome.tif,CD4,3313.3188,1497,1262.0121,330.5314,3886.7849,353.9903,291.8961,295.3019
LungImg2.ome.tif,CD4: FoxP3,2763.1775,1544.8367,1294.7465,280.1718,4027.5747,294.1549,743.1634,283.0141
LungImg2.ome.tif,CD4,3866.594,1509.8297,1502.2534,346.6455,5034.5249,315.1842,421.5406,276.4653
LungImg2.ome.tif,CD4,1700.3602,3126.4167,778.5484,349.8279,2289.8359,313.8763,293.1398,248.4731
LungImg2.ome.tif,CD4: FoxP3,2903.8608,2572.9785,798.904,327.2748,2388.3013,334.3377,1646.7583,255.9934
LungImg2.ome.tif,CD4,1664.0895,2779.3252,800.4699,339.1902,1802.8163,310.8228,287.1236,275.4488
LungImg2.ome.tif,CD4,2246.2974,1677.1577,668.0898,338.0958,1671.5789,304.8902,316.3054,263.5728
LungImg2.ome.tif,CD4,2462.6484,1650.0699,1203.7826,391.4159,3103.3479,303.1531,297.9943,255.8752
LungImg2.ome.tif,CD4,1704.632,1761.5,773.2888,358.1898,1725.8069,266.2921,320.1634,262.0363
LungImg2.ome.tif,CD4,2930.3711,2336.9883,1176.5781,415.9023,3765.8164,337,296.6328,280.3164
LungImg2.ome.tif,CD4,1504.2344,2353.2344,765.5677,305.6953,2622.7761,307.9037,292.2474,244.8854
LungImg2.ome.tif,CD4,1425.484,2637.1738,1351.1437,369.0035,3484.5923,443.5957,275.5957,261.2624
LungImg2.ome.tif,CD4,5456.5518,1387.3516,1006.4903,310.771,3065.9097,422,469.1032,263.2613
LungImg2.ome.tif,CD8,2699.2292,3018.1875,893.2952,329.6111,1423.1666,1138.7222,349.5208,244.7153
LungImg2.ome.tif,CD4,3759.6077,1587.7021,1137.0291,376.7942,3086.4963,384,500.2978,263.2784
LungImg2.ome.tif,CD8,2612.4058,1601.271,1030.0898,365.4971,1289.2217,1716.0782,447.0043,393.3116
LungImg2.ome.tif,CD8,1816.6666,1644.8704,2116.811,333.0333,4089.0408,1642.6926,310.937,373.6222
LungImg2.ome.tif,CD4: FoxP3,4463.6011,1653,1496.6632,316.6632,3104.1814,1464.285,3133.1709,310.0466
LungImg2.ome.tif,CD4: FoxP3,3610.7461,1700.6735,1824.9579,336.7283,5845.936,301.1964,1060.8151,421.7526
LungImg2.ome.tif,,2365.1833,1678.6958,1178.125,412.2708,1318.8875,489,367.0333,262.0792
LungImg2.ome.tif,CD8: FoxP3,3765.4883,2915.7673,1640.4651,306.6326,2572.8232,1584.7117,1013.2977,402.1349
LungImg2.ome.tif,CD4,1527.2147,2762.1707,680.348,347.5421,1765.8344,285.5369,362.1915,272.3014
LungImg2.ome.tif,CD4: FoxP3,2251.969,1661.8207,901.466,314.3051,2235.0947,520.8577,1207.967,330.132
LungImg2.ome.tif,CD4,3264.752,1339.5538,1323.9172,357.9223,3651.3884,283.0401,406.1203,343.3409
LungImg2.ome.tif,CD8,2927.0942,2613.479,1261.3815,351.5546,1357.4572,2670.4404,315.1966,289.2807
LungImg2.ome.tif,CD4: PD1,4290.9131,1327.095,1578.3167,284.7071,3478.6624,476.8522,319.8602,565.066
LungImg2.ome.tif,CD4,2383.4861,1555.9752,1467.1084,297.5449,4800.4614,312.5666,339.9814,300.3901
LungImg2.ome.tif,CD4,2728.6438,2779.0996,912.3672,306.0498,1830.9761,658.1882,301.6734,252.5498
LungImg2.ome.tif,,2078.6851,1637.6605,706.0654,728.8262,1309.8507,326.6074,309.9918,261.7587
LungImg2.ome.tif,CD4: FoxP3,4294.3691,1480.303,1535.262,269.6583,4838.5283,305.1959,1097.1754,310.8132
LungImg2.ome.tif,CD8,3414.6086,1524.8337,1112.1313,338.0375,1342.244,1635.5952,330.8901,275.0268
LungImg2.ome.tif,CD4,4067.3921,1331.1165,1394.8125,286.946,3957.4773,508.9574,374.8182,296.5625
LungImg2.ome.tif,CD4,2178.4033,1711.7661,1067.8186,355.3145,2872.1208,286.1129,381.9073,269.0363
LungImg2.ome.tif,CD8,1491.3909,1959.6637,1058.3636,326.3273,2107.709,1523.7727,281.5091,342.5818
LungImg2.ome.tif,,3919.3889,2235.7222,646.8611,415.7917,939.4861,422,403.7917,266.8889
LungImg2.ome.tif,CD8,2657.8462,2770.7202,1571.7412,441.9231,1145.4475,1281.3496,325.2168,350.5944
LungImg2.ome.tif,CD4,1532.99,2253.7,738.59,552.93,1696.96,290.88,264.78,260.18
LungImg2.ome.tif,CD4,4015.5117,1629.0698,1524.5349,329.0233,4688.8721,439.6395,451.5,323.593
LungImg2.ome.tif,CD8,2024.6025,1846.5128,887.3205,368.5513,1330.9615,1296.2307,348.3974,271.5128
LungImg2.ome.tif,CD4,2831.4397,2055.3467,915.8932,393.0911,2372.0227,697.4833,307.6638,282.028
LungImg2.ome.tif,,1872.2325,2329.7517,665.693,350.1512,1092.4514,318.3363,342.4041,255.2754
LungImg2.ome.tif,CD4,2485.7009,1536.2277,1201.7611,397.3504,3253.1919,309.442,312.7969,258.5491
LungImg2.ome.tif,CD4,2400.054,1729.4673,944.6212,370.1288,2487.8904,321.2961,344.2096,258.6673
LungImg2.ome.tif,CD8,2071.0706,3507.2869,1018.2848,306.66,908.0022,2081.916,289.1766,256.1766
LungImg2.ome.tif,CD4,2262.656,1734.3572,837.8704,356.0027,1912.6403,312.672,299.0767,284.9391
LungImg2.ome.tif,CD4,3235.187,2237.1545,1113.9637,338.1737,3794.1394,325.5534,340.9962,266.7443
LungImg2.ome.tif,CD4,2326.9805,1663.5164,967.5091,353.9368,2759.655,297.9295,325.5905,289.4204
LungImg2.ome.tif,CD4,3094.7407,1381.7096,1237.722,275.1743,2830.0974,292.5415,355.1224,271.8382
LungImg2.ome.tif,CD4,2732.6096,1364.301,791.5204,411.9439,2205.0435,306.1276,341.1454,248.7296
LungImg2.ome.tif,CD4,2437.2683,1864.5454,1380.1472,407.0087,3689.1819,309.6623,298.7229,320.6364
LungImg2.ome.tif,CD4,5067.2192,1399.4241,922.1732,350.9753,2596.3745,304.1696,312.5654,273.5901
LungImg2.ome.tif,CD4,2842.3699,1434.3348,1155.1111,313.825,2161.6865,650.5312,298.4551,252.6408
LungImg2.ome.tif,CD4,2838.9507,1771.963,850.2852,320.3654,2411.0938,291.2926,301.0926,263.0395
LungImg2.ome.tif,CD4,3360.377,1638.2393,1288.0564,343.5779,3567.9707,288.4153,476.3567,263.4492
LungImg2.ome.tif,CD4,2534.0044,1398.8105,1741.9252,352.3921,4833.436,311.9427,294.2071,277.6608
LungImg2.ome.tif,,2613.6917,1924.3551,681.9832,319.4935,1700.428,560.529,287.0355,269.114
LungImg2.ome.tif,CD4,3588.6868,1824.8434,943.3933,329.4733,1809.77,483.1067,360.9033,267.93
LungImg2.ome.tif,CD4,2841.0901,2265.8076,781.7525,319.3425,2307.1626,280.1525,349.96,267.4225
LungImg2.ome.tif,CD4: PD1,3357.6211,1667.207,1171.5404,328.394,3463.4216,302.5858,298.1919,661.9217
LungImg2.ome.tif,,3486.4934,1614.6536,721.9183,371.9477,665.5425,300.2451,341.5882,256.1732
LungImg2.ome.tif,CD8: FoxP3,3245.4734,1516.4806,1462.6042,281.7597,2227.6785,1635.735,1011.9682,251.8127
LungImg2.ome.tif,CD4,3681.1282,1280.5,1235.8342,344.5176,3878.7688,305.4925,305.3719,252.6809
LungImg2.ome.tif,,1805.5393,1548.5778,783.4844,375.1926,887.757,286.4237,390.2474,256.677
LungImg2.ome.tif,CD4,4087.5615,1492.4786,1670.9492,312.3155,4322.2593,332.4866,447.0161,358.1043
LungImg2.ome.tif,CD4: PD1,2806.3228,1272.9238,798.1837,278.5381,2800.811,302.7244,274.4331,1013.7139
LungImg2.ome.tif,CD4,1675.9276,3491.4624,896.4565,304.1168,2041.5386,276.027,313.1689,252.8542
LungImg2.ome.tif,CD4,3180.5715,1414.7896,1858.8987,400.9091,4819.2676,314.1247,387.4805,366.0961
LungImg2.ome.tif,,3480.967,1164.3832,773.1407,323.8683,1312.7784,284.8174,285.2186,277.2545
LungImg2.ome.tif,,3524.3274,1231.6226,734.625,341.6125,1334.96,282.3425,443.48,268.065
LungImg2.ome.tif,CD4: PD1,4191.2983,1488.5308,1469.5118,272.9668,2441.1541,676.6896,323.564,523.9668
LungImg2.ome.tif,,3477.6768,1158.1278,621.312,303.9323,1335.1542,271.6842,324.8872,271.9624
LungImg2.ome.tif,CD4: FoxP3,2742.0195,1227.5081,1689.2233,417.0906,4574.7769,274.2524,865.3754,383.2104
LungImg2.ome.tif,CD4,3109.4468,1194.5051,1320.22,312.3952,3294.5259,622.0997,288.2337,237.2749
LungImg2.ome.tif,CD4,4962.7544,1259.8384,1588.3098,277.5589,3555.7913,636.6431,646.6027,424.2525
LungImg2.ome.tif,CD4,3329.5273,1533.403,1759.8657,412.5423,4861.1494,343.1095,318.0846,353.2438
LungImg2.ome.tif,CD4,3747.7886,1296.2596,2003.2788,272.5673,2511.4614,734.4615,309.4135,518.3221
LungImg2.ome.tif,CD4: FoxP3,3396.2197,1103.6705,1972.9421,293.2572,5350.8267,340.9075,831.2919,354.763
LungImg2.ome.tif,CD4,2486.759,1397.9364,2200.3274,375.0273,5903.0908,312.9546,375.3909,295.3227
LungImg2.ome.tif,CD4,2880.7192,1399.9132,1338.5753,273.6986,2566.6963,308.1347,411.1964,353.1667
LungImg2.ome.tif,CD4,3985.1597,1261.3232,1424.441,297.8783,3546.9885,431.2509,401.4258,297.9582
LungImg2.ome.tif,CD8,2577.6492,2738.1848,1115.6912,360.229,2266.9495,1249.9664,328.8046,243.9475
LungImg2.ome.tif,CD8,3437.7549,1203.4854,1167.7206,282.9902,1598.5613,1171.473,362.2476,252.5319
LungImg2.ome.tif,CD4,3818.7153,1226.4878,1827.061,291.065,4197.1138,931.9025,301.8252,264.3374
LungImg2.ome.tif,CD4,3207.7629,1374.4397,1701.7802,311.194,3190.2241,773.6681,417.3922,338.306
LungImg2.ome.tif,CD8: FoxP3,2560.2656,1053.6473,874.8154,291.8527,1537.444,1024.2096,1234.0125,246.9668
LungImg2.ome.tif,CD4,3380.0051,1165.8672,1151.5547,340.5338,3576.6433,287.2552,349.5885,298.4037
LungImg2.ome.tif,CD4,4099.8921,1171.8921,1189.5995,272.8949,3087.875,949.4744,648.2642,307.8778
LungImg2.ome.tif,CD4: FoxP3,4074.2188,1059.3435,1072.6565,264.2025,3736.679,290.2209,878.5869,299.4233
LungImg2.ome.tif,CD4,2345.3838,2086.8989,1157.9952,307.7774,3858.2021,307.1925,297.4633,306.87
LungImg2.ome.tif,CD4,4222.3013,1530.359,1625.3711,309.6458,4656.041,331.2795,342.3831,311.6048
LungImg2.ome.tif,CD4,3180.5249,2008.1426,748.2104,276.5023,2347.8621,305.2421,396.5543,278.948
LungImg2.ome.tif,CD4,4437.855,1345.6215,1238.6619,287.5571,3467.8523,430.6881,350.9238,295.1714
LungImg2.ome.tif,CD4,4018.7148,1242.399,1403.6698,320.4869,4361.981,574.7316,341.4869,279.3753
LungImg2.ome.tif,CD8: FoxP3,2943.5549,1324.6127,1303.2544,428.9827,4543.127,1679.6359,698.6532,287.3092
LungImg2.ome.tif,CD4: FoxP3,2567.7715,1585.1047,873.6449,301.6163,2861.9387,279.3279,1044.449,252.4163
LungImg2.ome.tif,CD8,3416.0496,2015.8972,1257.8334,413.2305,3742.9077,3007.9397,411.7908,281.8475
LungImg2.ome.tif,CD4,2933.593,1966.2115,1047.962,394.8174,3810.0144,363.1971,312.7939,258.1483
LungImg2.ome.tif,CD4,2853.3442,1331.1534,640.8884,275.3442,1957.2559,467.0884,335.2651,280.0419
LungImg2.ome.tif,CD4,3738.2354,1171.2937,1513.0863,302.2354,4442.6572,561.7063,316.648,286.2517
LungImg2.ome.tif,CD4,4023.512,1233.996,1372.3969,288.2381,4459.2739,331.8135,304.3611,291.4643
LungImg2.ome.tif,CD8,4418.2422,1256.4395,1699.8479,271.7042,3782.9915,1558.907,321.2817,340.0873
LungImg2.ome.tif,CD4,3100.4832,2179.4424,1171.137,311.3894,3639.3774,361.8389,300.2308,275.8413
LungImg2.ome.tif,CD8,3285.8477,1375.933,1579.7225,388.7805,3088.0029,4181.7988,308.064,293.6677
LungImg2.ome.tif,CD4,1997.7194,1614.8854,649.6957,368.9644,2417.9802,429.1383,400.4901,258.3557
LungImg2.ome.tif,CD4,3248.1873,1471.1277,701.8106,281.4681,1460.7574,300.7979,284.8277,252.7128
LungImg2.ome.tif,CD8,2740.4189,3032.7078,934.4054,326.5085,764.978,1234.9865,312.946,276.201
LungImg2.ome.tif,CD4,1763.7544,3187.9868,1072.6382,329.2149,3311.7258,304.7829,311.8399,254.7829
LungImg2.ome.tif,CD4,1824.3484,1351.0316,949.0226,378.0407,2926.552,461.733,321.0272,282.7873
LungImg2.ome.tif,CD8,3237.0615,1248.9795,772.959,275.9932,886.3311,1600.5631,285.5802,262.3993
LungImg2.ome.tif,CD8,3851.7117,1261.8676,1565.688,302.0827,2143.7495,1677.9717,349.9291,336.1584
LungImg2.ome.tif,CD8,3149.3767,1960.7457,1106.6704,323.3145,901.7797,2706.115,418.1073,266.9134
LungImg2.ome.tif,CD4,2929.7026,1737.3358,690.0529,279.3084,2233.3833,283.2628,274.896,251.8157
LungImg2.ome.tif,CD4,1524.3346,2367.5903,862.3609,314.8346,2921.1973,324.1955,305.2011,274.1372
LungImg2.ome.tif,CD4,1717.6858,2013.7631,698.0898,313.9152,2386.6011,370.3641,432.1097,282.6733
LungImg2.ome.tif,CD4,4651.2734,1515.9862,1013.8398,335.779,3716.8066,352.4116,354.1243,262.3508
LungImg2.ome.tif,CD8,1924.0596,2512.3826,793.947,290.7103,457.0199,1532.0133,302.2765,256.6606
