Image,Classification,ROI: 0.33 µm per pixel: Hoechst: Mean,ROI: 0.33 µm per pixel: AF1: Mean,ROI: 0.33 µm per pixel: CD45: Mean,ROI: 0.33 µm per pixel: S100a: Mean,ROI: 0.33 µm per pixel: CD4: Mean,ROI: 0.33 µm per pixel: CD8a: Mean,ROI: 0.33 µm per pixel: FoxP3: Mean,ROI: 0.33 µm per pixel: PD1: Mean
LungImg2.ome.tif,CD8,1745.7634,2287.8215,1371.3153,425.7427,1142.8755,2572.2241,373.2822,288.3444
LungImg2.ome.tif,CD4,1674.1016,1864.3334,944.9227,364.4834,3327.4944,347.2605,326.1567,350.872
LungImg2.ome.tif,CD8,4174.3013,1533.8419,1472.4913,366.3852,3462.8789,1504.6741,388.5407,301.0247
LungImg2.ome.tif,CD4,3019.7517,1132.0128,776.621,298.5996,2250.531,292.364,319.2441,258.7109
LungImg2.ome.tif,CD8,2336.0288,1358.3522,786.2852,286.8673,642.0302,1869.1511,270.2957,272.6452
LungImg2.ome.tif,CD4,3276.0022,1941.434,1007.2461,320.1074,2995.4026,496.9731,397.9396,366.4295
LungImg2.ome.tif,CD8,2558.4177,1866.8517,752.2586,305.1844,830.2441,1161.3997,335.5407,270.8933
LungImg2.ome.tif,CD8: PD1,2148.1838,1836.8304,1414.069,358.5661,1952.9425,2603.7615,409.1322,639.6983
LungImg2.ome.tif,CD8,1835.9004,2858.0642,1090.4823,391.9646,1346.0487,1864.6173,302.1128,273.2787
LungImg2.ome.tif,CD8,4226.7773,1578.3606,749.7521,275.4592,1263.3126,1078.6,369.6282,270.1465
LungImg2.ome.tif,CD4: FoxP3,3586.0022,1974.7189,1354.4792,351.6613,5734.4219,326.318,1171.8295,295.0346
LungImg2.ome.tif,CD4,2953.5212,2665.7117,1067.246,353.0344,3305.6719,323.6931,489.6772,318.9339
LungImg2.ome.tif,CD4,3630.7522,1453.787,982.8217,364.4826,4316.7871,378.113,378.0978,318.4957
LungImg2.ome.tif,CD4,2426.9165,1801.9869,862.1984,321.0836,3287.2925,430.3394,314.0888,296.9687
LungImg2.ome.tif,CD4,2232.3452,2717.7617,824.811,328.6794,2669.3892,292.737,282.3808,257.9479
LungImg2.ome.tif,CD8,2542.6245,1236.8032,856.5659,343.5301,1399.0471,2024.9675,312.1414,286.7593
LungImg2.ome.tif,CD4,2331.1924,1422.2212,736.54,330.266,2555.6282,347.4407,374.601,251.9567
LungImg2.ome.tif,CD4,2309.6262,2595.0078,845.5616,293.4031,3721.9883,508.6301,307.274,250.6693
LungImg2.ome.tif,CD4,3087.1313,1798.6599,824.7542,316.3872,3905.7273,346.1212,320.468,287.0135
LungImg2.ome.tif,CD8,2306.4438,1112.6426,920.3248,296.9556,1620.2944,1744.1238,291.2944,260.4346
LungImg2.ome.tif,CD8,3230.1125,1261.9641,1073.6627,355.8014,2120.8684,1087.7966,304.9713,262.1507
LungImg2.ome.tif,CD4,2761.0413,2362.2007,741.8208,295.9418,2557.7458,334.5651,500.2557,268.5099
LungImg2.ome.tif,CD8,2970.1428,2240.9285,1037.5358,393.6839,3720.1055,1160.9375,387.4125,266.65
LungImg2.ome.tif,CD4,1869.7153,1564.6346,869.5038,289.4731,2822.6462,329.3115,380.0231,247.45
LungImg2.ome.tif,CD4,2765.4666,1392.8334,753.3651,292.6825,3019.7031,322.4048,311.2698,273.3238
LungImg2.ome.tif,CD4,3192.4834,1387.8439,1037.9399,347.5946,3709.5286,416.7628,383.1532,258.4354
LungImg2.ome.tif,CD4,3813.4939,1711.9307,683.9187,280.6837,2187.5903,917.6265,537.006,268.25
LungImg2.ome.tif,CD8,1736.7861,2249.4187,994.8464,1122.4608,789.3344,2837.3013,386.5904,277.2139
LungImg2.ome.tif,CD4,3698.335,2048.7163,1605.3489,348.6837,3422.8047,369.3116,318.1628,292.4558
LungImg2.ome.tif,CD4: FoxP3,5491.4087,1566.6464,1194.0055,306.7238,3353.304,277.6077,1845.7072,274.116
LungImg2.ome.tif,,4402.3018,1553.5873,1119.4048,324.2936,2614.8572,293.0238,575.8254,256.0635
LungImg2.ome.tif,CD4,2856.7732,1279.2166,2683.6494,293.1237,4692.8555,321.7113,400.7732,610.6907
LungImg2.ome.tif,CD8: FoxP3,4469.0723,1293.8555,2497.5422,282.4096,4780.2891,1230.5181,817.5422,406.4699
LungImg2.ome.tif,CD4,4272.6064,1325.3,1426.8134,274.9067,4018.2534,316.14,458.48,294.8
LungImg2.ome.tif,CD8,3606.5259,1167.2371,749.4484,257.3299,670.0825,1818.0721,319.2732,261.5515
LungImg2.ome.tif,CD4,1571.5398,2016.2102,1275.6989,324.7273,3212.6819,590.7841,367.6193,302.2954
LungImg2.ome.tif,CD8,1764.8137,2269.8572,876.0497,1510.4845,618.8633,1135.4286,366.0311,278.0683
LungImg2.ome.tif,CD4,2631.4075,1389.2963,785.9691,280.6173,1681.3889,448.7284,303.5247,266.2716
LungImg2.ome.tif,CD8,3104.2493,1492.1681,1185.2231,383.5072,1083.7333,1535.4928,328.0145,272.4986
LungImg2.ome.tif,CD4,4611.2847,1631.2023,1477.8053,309.8015,2633.3821,501.5019,374.2097,373.4832
LungImg2.ome.tif,CD4,4891.1353,1568.7137,926.7036,284.5685,1900.3771,737.006,354.1129,319.3589
LungImg2.ome.tif,CD8,3397.7939,1413.6508,1078.6354,251.0715,583.2675,1244.4379,279.1363,476.6286
LungImg2.ome.tif,CD4,3915.3567,1417.6951,943.6464,301.0396,2102.8232,283.6037,349.0518,283.7957
LungImg2.ome.tif,CD4,3950.0684,1376.1924,1334.9215,298.8709,4098.8555,308.4582,331.1393,263.2582
LungImg2.ome.tif,CD4: FoxP3,2494.9836,1441.0948,1105.6748,303.7588,2298.4634,302.8672,998.0433,311.9892
LungImg2.ome.tif,CD4,3493.8398,1738.9502,1232.0909,312.0541,4092.8982,313.3745,361.3312,253.6558
LungImg2.ome.tif,CD4,2639.3958,1290.3685,754.138,327.0638,2250.073,317.9935,388.7969,255.2773
LungImg2.ome.tif,CD4,2947.1301,1354.9054,1320.2939,357.201,2626.1487,308.8885,615.7399,275.7567
LungImg2.ome.tif,CD4,3451.6377,1416.364,1114.9894,328.8746,2586.1555,324.0883,389.3339,258.7014
LungImg2.ome.tif,CD4: FoxP3,2089.3525,1239.4556,1020.616,309.4155,2819.1003,294.9656,3160.9111,264.4413
LungImg2.ome.tif,CD4: FoxP3,3086.6694,1441.493,900.2889,265.4671,1910.8218,285.5952,2345.3806,309.7664
LungImg2.ome.tif,CD4,2038.0195,1796.6425,1272.3157,350.1788,3634.3911,426.0615,328.0559,341.9469
LungImg2.ome.tif,CD8,3773.0542,1535.0638,997.6517,347.869,1398.7284,2300.0767,352.3131,273.0959
LungImg2.ome.tif,CD4: FoxP3,1962.3862,1500.5732,848.1419,298.9504,2437.6824,270.2455,1966.4752,245.4099
LungImg2.ome.tif,CD8,2795.1506,2183.6335,1365.9915,313.3864,1386.4829,3473.1733,544.2557,537.1364
LungImg2.ome.tif,CD4,3577.5591,1714.7142,1103.6938,282.3979,2762.0081,288.5714,291.2816,314.4265
LungImg2.ome.tif,CD4,2857.2742,1370.4146,1123.9205,373.5272,2650.9602,377.9444,313.7947,303.257
LungImg2.ome.tif,CD4,3314.5269,1955.7238,827.064,289.3683,2076.3479,348.445,301.4118,377.8772
LungImg2.ome.tif,CD8,3453.5513,1616.615,1153.9972,396.9141,1284.7147,2571.6758,356.2327,267.1551
LungImg2.ome.tif,CD8: PD1,4066.064,1720.4763,1262.2479,297.3398,1013.429,1655.103,321.805,577.1532
LungImg2.ome.tif,CD4,1592.15,2979.4937,718.6063,289.3563,1718.8187,313.8687,305.7375,274.7437
LungImg2.ome.tif,CD4,2121.052,1661.2329,785.9365,438.6857,1804.9772,348.9528,293.7199,260.912
LungImg2.ome.tif,CD4: FoxP3,2570.2278,2459.2163,1042.2063,287.9585,2166.1145,312.0903,2032.4011,256.7464
LungImg2.ome.tif,CD4: FoxP3,2280.1199,1717.6639,882.6581,359.0895,2280.8687,278.2221,2066.4082,253.5616
LungImg2.ome.tif,CD4,1516.1576,1756.7393,788.2149,409.4097,1965.063,532.894,636.3868,278.7536
LungImg2.ome.tif,CD4: FoxP3,2526.2,2514.9595,1631.5217,264.6667,2861.426,299.2841,916.1392,353.9826
LungImg2.ome.tif,CD4: FoxP3,2819.3799,1890.9025,1164.3833,310.1429,1827.3553,277.8537,957.2683,312.3415
LungImg2.ome.tif,CD4,1993.3082,2102.2366,1228.8101,302.5448,2948.3655,332.6685,334.9301,444.8208
LungImg2.ome.tif,CD4,2027.6212,2153.1521,964.3799,422.7387,1996.5299,391.8143,338.2602,257.5918
LungImg2.ome.tif,CD4,1880.6677,1367.8634,1051.1093,286.4568,2233.0667,471.5387,285.3778,241.695
LungImg2.ome.tif,CD4,1249.6129,2097.2729,1109.8909,375.2953,2294.2854,389.9131,670.8933,276.0323
LungImg2.ome.tif,,2151.4424,2231.2844,753.1376,297.4312,1353.9164,353.6729,347.5706,267.6505
LungImg2.ome.tif,CD8,3395.6138,2032.7938,1915.0521,389.891,3086.8389,1550.6825,368.3246,440.346
LungImg2.ome.tif,CD8,1591.7275,2564.2917,2124.7339,339.4263,1862.4935,1813.7147,288.0513,284.7212
LungImg2.ome.tif,CD4,1467.4037,2584.6758,1265.9865,330.0249,2525.6577,514.8934,307.5737,277.4172
LungImg2.ome.tif,CD8,1573.6497,2040.517,1054.5375,294.8589,793.7653,1171.0323,268.4031,247.2398
LungImg2.ome.tif,CD4: FoxP3,3512.1716,1380.2529,1442,296.6395,3087.7007,323.3866,1785.8866,272.1454
LungImg2.ome.tif,,2851.1216,1803.7784,585.3608,281.3588,971.4412,361.4235,358.1961,267.2274
LungImg2.ome.tif,CD4,2147.7891,2720.6118,1333.9409,299.346,2783.4282,362.9641,315.9177,255.6287
LungImg2.ome.tif,CD8,3230.5107,1629.1489,1039.5873,322.5,1460.5361,1178.3085,263.1404,262.4149
LungImg2.ome.tif,CD4: FoxP3,1356.5566,1455.537,1221.9656,335.8029,3571.8794,348.8645,1411.9064,269.0394
LungImg2.ome.tif,,1831.7382,1624.259,704.1783,382.4206,1752.2117,575.7298,267.5097,266.663
LungImg2.ome.tif,CD4,2025.8197,1282.3049,1654.8557,363.9902,5329.1313,420.0688,280.6918,274.7639
LungImg2.ome.tif,CD4: FoxP3,2474.052,1611.6636,710.7003,381.4037,2002.2783,280.7217,1834.4006,303.5627
LungImg2.ome.tif,CD4,3831.3274,1324.2295,1234.8568,268.8409,3955.8909,734.9796,315.65,266.4023
LungImg2.ome.tif,CD4,2658.552,1641.6097,1418.135,319.316,2518.2893,317.4065,303.6068,257
LungImg2.ome.tif,,1887.0603,1699.5079,710.8207,316.6686,1522.1062,355.5079,285.8321,251.5466
LungImg2.ome.tif,,2247.1741,1329.1606,698.3996,394.5392,1202.6195,365.5793,291.8031,245.1721
LungImg2.ome.tif,,2965.7917,2081.8635,839.386,287.7989,1521.3752,605.6607,283.6014,268.4883
LungImg2.ome.tif,CD4,1531.025,1794.3442,986.5728,425.7715,2996.5242,333.8967,323.7183,259.1393
LungImg2.ome.tif,CD4,3537.2795,2026.9161,1079.5483,294.2215,3342.1226,437.8022,313.6538,256.4667
LungImg2.ome.tif,CD8,1817.4115,1837.2861,1770.496,358.4114,1756.8311,2580.8093,369.8501,284.3951
LungImg2.ome.tif,CD8,2020.6066,2020.9324,1014.3647,298.4057,742.0881,1187.5103,285.7254,245.3135
LungImg2.ome.tif,CD4,2653.8711,2249.1406,1219.1322,306.1949,3019.0491,323.2,280.7593,265.4695
LungImg2.ome.tif,CD4,4385.394,1406.8678,1337.4962,282.0349,3812.6982,360.0898,418.0374,282.3018
LungImg2.ome.tif,CD4,2610.6445,1886.3398,1292.3789,311.2051,3050.8438,296.1523,583.2363,231.375
LungImg2.ome.tif,CD4,4737.874,1098.6418,1108.2493,293.6619,2959.0115,295.3983,379.0172,246.8166
LungImg2.ome.tif,CD4,2548.9329,1658.6119,1422.1567,316.6393,3845.9402,331.4179,397.1443,258.5373
LungImg2.ome.tif,,3181.5266,1300.9542,698.1565,302.229,1471.3245,312.0916,284.3702,250.3168
LungImg2.ome.tif,CD4,3173.52,1774.866,1184.3057,276.0912,3465.4343,343.0375,390.8847,255.2359
LungImg2.ome.tif,CD4: FoxP3,2812.1819,3693.6323,1332.4669,304.4959,2901.8657,317.0971,2624.0393,272.1343
LungImg2.ome.tif,CD4: FoxP3,1560.4413,1302.0887,1190.9652,283.7578,2024.2961,416.6103,733.018,268.5564
LungImg2.ome.tif,CD8,3481.3848,1942.7924,1461.0228,247.3848,1868.5493,3557.8633,328.5063,299.5266
LungImg2.ome.tif,CD4,2194.2017,1491.3362,777.9603,287.8586,1728.3862,395.2086,283.3862,264.9776
LungImg2.ome.tif,CD8,2653.9883,1423.033,1373.3727,340.8797,1397.8892,1796.4175,304.5023,272.158
LungImg2.ome.tif,CD4,3325.5623,1179.4153,670.0032,266.2875,1738.9393,276.2812,329.7987,263.4665
LungImg2.ome.tif,CD4,3675.6406,1108.0325,883.1703,265.0162,2562.1135,278.3135,340.8568,233.0513
LungImg2.ome.tif,CD4,4341.207,2511.6189,915.1202,292.5371,2283.821,309.2686,312.1688,278.3529
LungImg2.ome.tif,CD4,1767.5635,2283.2725,1144.5,298.6455,2648.5969,291.9291,278.0037,278.5
LungImg2.ome.tif,CD4,3513.2051,1395.9176,730.6245,293.5977,2490.2166,285.0441,286.5096,442.5383
LungImg2.ome.tif,,3163.7698,2333.5229,677.6611,288.2971,600.7448,275.5648,256.1925,257.0209
LungImg2.ome.tif,CD4,1314.6324,3132.6362,1052.8938,297.365,3119.4199,281.185,253.3775,255.145
LungImg2.ome.tif,CD8,1289.7239,1821.5848,1217.9304,291.1109,1013.45,1164.8,301.6239,260.8152
LungImg2.ome.tif,CD4,1267.0863,1569.8647,1447.5269,364.8205,3938.6946,341.331,540.6853,279.4196
LungImg2.ome.tif,,2704.9497,2760.0439,615.6887,281.4025,622.3711,276.717,244.088,237.1698
LungImg2.ome.tif,,2954.1887,1528.3695,659.6202,692.3928,983.46,339.7184,297.3204,252.8346
LungImg2.ome.tif,,1625.6931,3251.4836,1167.4866,310.1572,1020.3967,992.3937,306.7036,261.6976
LungImg2.ome.tif,CD4,3226.448,1988.4694,999.5413,319.728,2703.9519,299.1493,301.4267,264.2213
LungImg2.ome.tif,CD4,2561.3843,1564.7544,1468.8755,346.279,2856.4385,320.9035,324.1912,244.0421
LungImg2.ome.tif,,2600.457,4231.0962,798.8668,278.7295,502.1024,301.2623,260.3976,231.7459
LungImg2.ome.tif,CD4,2702.2078,2922.0449,1043.4513,318.2004,2109.002,391.2004,344.2828,302.3221
LungImg2.ome.tif,CD4,1774.5067,1997.501,793.5555,277.2107,2351.9272,375.545,299.5,246.7893
LungImg2.ome.tif,,1325.6873,2411.8967,933.8909,383.8643,1378.2743,337.8849,296.761,242.8732
LungImg2.ome.tif,CD4,1911.3634,3839.0955,1441.4191,325.7904,2889.3845,278.8833,261.4297,281.687
LungImg2.ome.tif,CD4,1411.5299,3229.9653,844.5714,323.4493,2836.4585,304.9401,271.7051,279.394
LungImg2.ome.tif,CD4,3939.5493,1400.5493,1079.6118,314.6711,2217.9539,648.1053,307.5329,269.6349
LungImg2.ome.tif,CD4,3097.3508,1502.0995,743.6335,362.5026,2148.22,363.1309,347.7435,250.8848
LungImg2.ome.tif,CD4,2350.1106,1660.1759,1429.9247,250.6683,3486.186,654.5678,298.5276,245.0201
LungImg2.ome.tif,,1678.5708,3322.4736,968.1539,318.7085,1665.3036,318.3482,262.8259,247.1295
LungImg2.ome.tif,CD8,2460.2402,1565.6624,1065.3701,284.7987,1523.9351,978.6234,266.8506,254.3831
LungImg2.ome.tif,CD4,2857.0649,1519.8456,1036.6423,325.2439,2518.187,271.4797,276.5203,253.0732
LungImg2.ome.tif,CD4,3528.8323,2303.9177,1294.4486,266.274,3478.9692,286.1986,408.5959,275.8904
LungImg2.ome.tif,,3050.3069,3584.0967,557.7386,269.6307,518.5057,632.3295,274.1477,241.9943
LungImg2.ome.tif,CD4,1362.6949,3110.2041,1474.2111,323.078,3496.3899,310.0573,325.4243,277.5321
LungImg2.ome.tif,CD8,3171.2942,2204.4827,1136.3789,286.0615,630.0231,1657.8846,322.3115,254.5923
LungImg2.ome.tif,CD4,2490.1079,1804.3519,969.5235,326.8869,3063.9988,320.1449,334.7103,288.1664
LungImg2.ome.tif,CD4,2753.4314,2492.8523,1085.1229,304.5046,3222.2849,316.4379,279.4261,274.9216
LungImg2.ome.tif,CD4,3100.1038,1779.7616,1202.9514,286.1567,3651.2009,310.128,287.287,267.8366
LungImg2.ome.tif,CD4: FoxP3,2752.522,2160.4373,793.312,304.4023,2848.2712,336.5569,720.8047,263.2361
LungImg2.ome.tif,CD4: FoxP3,2838.2153,2565.991,760.435,273.5628,2052.0225,312.3408,2154.5,275.0426
LungImg2.ome.tif,CD4: FoxP3,4620.1294,2053.0681,1156.4736,291.1601,3005.0493,338.075,3055.8809,259.0375
LungImg2.ome.tif,CD4,4549.1309,2465.897,848,281.4373,2455.8831,284.0752,353.3872,274.156
LungImg2.ome.tif,CD4,3191.084,2938.3274,789.9203,328.6195,2498.6328,302.2854,308.2456,251.4889
LungImg2.ome.tif,CD4,2808.1401,2489.2246,1009.8615,302.0573,3407.0923,274.6577,293.0191,259.2596
LungImg2.ome.tif,,2244.0254,1763.6868,676.4525,391.7057,1114.1614,329.9525,299.5127,242.0791
LungImg2.ome.tif,CD4,3142.3008,1508.6072,930.6109,361.9868,2116.1409,336.4041,290.656,260.2801
LungImg2.ome.tif,CD4,3049.9099,1928.321,1099.139,403.8159,3644.8875,369.2883,362.9427,316.274
LungImg2.ome.tif,CD4,3983.1414,2507.7534,759.3515,320.8546,2645.0142,336.9313,417.0949,294.0343
LungImg2.ome.tif,CD4,2881.9563,3051.8237,1494.3948,390.1019,4364.7539,341.801,330.5243,320.2168
LungImg2.ome.tif,CD4,2683.4812,1714.5603,1142.7351,377.0396,3811.8181,326.3297,322.1279,283.0775
LungImg2.ome.tif,CD4,4041.8357,2215.7295,1137.1323,320.3146,2855.4028,323.01,410.0321,440.1944
LungImg2.ome.tif,CD4,2273.7529,2209.4158,1221.8015,400.2097,3546.1348,305.2509,280.2978,323.6124
LungImg2.ome.tif,CD4,1948.3738,2233,1448.5714,382.8376,3423.7925,348.6888,295.6927,264.2446
LungImg2.ome.tif,CD4,4088.7864,1791.7668,1041.2985,326.8562,3069.7603,494.9477,354.5577,328.207
LungImg2.ome.tif,CD4,1846.5601,1338.8176,1072.6716,483.8369,2485.1245,304.7382,289.9077,253.6288
LungImg2.ome.tif,CD4,2169.8962,1371.5465,813.8853,464.847,2021.7268,320.0109,305.5847,238.9563
LungImg2.ome.tif,CD4,2485.5303,1697.9966,1365.761,434.4225,3500.2441,367.261,312.7794,251.0842
LungImg2.ome.tif,CD8: PD1,1678.2607,2253.7561,1182.4485,318.5919,1041.9935,1169.2151,351.0834,505.2138
LungImg2.ome.tif,CD4,1730.6439,2078.657,994.6702,386.8325,3044.6074,346.9633,363.7801,313.3115
LungImg2.ome.tif,CD4,1639.6874,1976.0253,995.7426,279.1425,2270.7058,268.5402,261.7816,229.5747
LungImg2.ome.tif,CD4,1714.3556,2424.4102,846.8666,309.1743,2203.6753,319.6957,271.453,244.9897
LungImg2.ome.tif,CD4,1348.7057,2711.3057,1033.1333,276.7954,2444.8875,274.6138,262.2092,275.7287
LungImg2.ome.tif,CD8,2554.5498,3014.2664,1017.6111,301.7586,585.4157,1340.2567,282.8448,263.2242
LungImg2.ome.tif,CD4,1816.1602,1989.8956,972.3932,365.8155,2834.1042,1022.665,343.1553,279.0461
LungImg2.ome.tif,CD8,2787.3882,3332.0862,863.7278,279.4555,1079.8976,1770.9784,298.5337,267.8868
LungImg2.ome.tif,CD4,2728.1663,2458.6719,900.2975,307.4152,1812.1991,353.1765,260.1652,257.3778
LungImg2.ome.tif,,2087.3215,1882.1375,661.8359,346.4279,1131.949,350.3814,333.1508,268.0554
LungImg2.ome.tif,CD4,1876.531,3664.655,715.7013,280.5022,2879.0376,339.3218,298.961,270.3824
LungImg2.ome.tif,CD4,4205.0566,1290.7815,1030.9512,329.9666,2231.6709,308.5501,328.838,350.0488
LungImg2.ome.tif,CD4: PD1,2290.5315,1928.0084,1535.7095,446.5558,4177.3086,361.6074,312.1726,567.62
LungImg2.ome.tif,CD4: FoxP3,2049.1755,1646.1404,2103.3042,418.0585,5175.6372,372.731,1030.0585,335.2398
LungImg2.ome.tif,CD4,2452.5583,1984.1632,1322.2045,456.7405,5305.2871,394.1942,326.0687,255.9674
LungImg2.ome.tif,,1750.6957,2926.658,629.5189,293.9449,770.9493,297.9145,284.7319,235.0522
LungImg2.ome.tif,CD8,2901.8206,2363.1289,1325.2961,292.7857,762.1132,1755.4808,283.338,302.6638
LungImg2.ome.tif,CD4,1626.9788,2618.8052,1176.2161,328.0851,2723.1489,409.4157,298.7578,283.4796
LungImg2.ome.tif,CD4,2983.9902,1457.5536,1322.6787,305.0873,2233.0164,417.2043,310.8171,298.201
LungImg2.ome.tif,CD4: FoxP3,2530.0981,1322.9138,1220.1364,373.7727,2866.8804,301.5718,1353.2345,271.5813
LungImg2.ome.tif,CD4: FoxP3,4688.6001,1901.9421,1145.2,359.1105,3315.9263,412.5316,3637.342,248.9211
LungImg2.ome.tif,CD4,2921.6797,2199.0776,1743.479,365.7249,5073.3594,377.0162,352.0097,250.5016
LungImg2.ome.tif,,2581.9543,1298.8514,744.2343,355.3143,1483.3086,585.3086,369.8514,245.6914
LungImg2.ome.tif,CD4,3644.946,1791.3141,1202.7611,351.0385,3538.4758,341.5723,348.736,276.6358
LungImg2.ome.tif,CD8,3722.4919,1731.4603,1134.2152,398.5467,1060.3263,3336.448,327.552,261.7936
LungImg2.ome.tif,CD4,2403.2368,1836.9709,723.1061,351.162,2097.2927,374.1218,305.2581,269.076
LungImg2.ome.tif,CD4,1843.2592,2350.5913,823.1495,346.2425,1761.1163,352.0233,326.495,250.206
LungImg2.ome.tif,CD4,4434.3594,1525.1978,1227.3506,383.7124,2691.8179,629.1595,356.7798,259.5888
LungImg2.ome.tif,CD4,3684.897,1667.897,1523.916,307.6584,4251.2749,327.2844,342.7404,336.8015
LungImg2.ome.tif,CD4: FoxP3,3338.7522,2524.0881,1104.3445,281.1891,4221.084,468.7773,1025.1932,275.6639
LungImg2.ome.tif,,2660.1487,2028.3849,701.8584,363.4091,1510.1445,388.2475,312.2632,260.3319
LungImg2.ome.tif,CD4,2854.9949,1902.6571,1010.0079,355.7435,3035.8638,382.3063,345.1728,247.7199
LungImg2.ome.tif,CD8,2559.8162,1856.6151,913.4656,322.8213,1935.8076,1193.5344,305.957,294.1237
LungImg2.ome.tif,CD8,3123.6223,1417.9315,893.1194,349.4403,1182.1545,1881.7456,326.8806,264.7808
LungImg2.ome.tif,,1848.3766,2601.8579,548.6358,322.7408,1321.7593,305.3148,272.0062,247.1975
LungImg2.ome.tif,CD4,2517.1833,2222.7161,1061.2822,382.1534,3419.7549,634.3139,351.5838,305.1129
LungImg2.ome.tif,CD4,2887.5574,2148.3933,1229.3021,376.6224,2982.8516,333.9713,333.6953,243.1094
LungImg2.ome.tif,CD8,3415.1848,2040.5485,1378.0299,364.6866,918.7873,2490.9031,390.2966,279.6436
LungImg2.ome.tif,CD4,2594.7703,2042.2734,1258.3215,332.8998,3874.9729,319.3695,320.3674,259.2276
LungImg2.ome.tif,CD8,2813.1602,2065.7605,1156.3002,328.2744,1095.5341,2141.6316,307.4972,278.9871
LungImg2.ome.tif,CD4,4514.7837,2150.2529,868.6561,281.4579,3132.05,315.0228,322.5353,259.2984
LungImg2.ome.tif,CD4,2866.0854,2819.3308,972.8183,347.2516,2045.6118,290.5605,314.014,233.6335
LungImg2.ome.tif,CD4,2396.5322,1908.1317,1041.1693,304.207,2610.7661,298.1586,667.5295,258.5484
LungImg2.ome.tif,CD4,1506.125,1920.3353,1017.5915,457.0244,1864.2134,395.4878,333.311,252.5579
LungImg2.ome.tif,,3988.8406,1918.2593,709.739,340.078,1513.1559,326.0576,328.2305,260.5712
LungImg2.ome.tif,CD4,2211.3953,2453.2617,1261.0775,364.6008,4263.3682,347.845,293.783,255.5988
LungImg2.ome.tif,CD4,3020.5249,2329.356,761.1259,304.7003,2264.106,314.8394,313.9139,258.298
LungImg2.ome.tif,,2630.6421,1762.0382,663.9358,369.0092,1261.6865,365.1774,323.2599,259.1881
LungImg2.ome.tif,,1923.3451,3701.5728,660.061,316.6784,755.9225,552.8756,276.561,261.9343
LungImg2.ome.tif,CD8,2782.2363,2961.4404,857.3555,385.2857,609.5187,2137.6343,337.1514,251.1582
LungImg2.ome.tif,CD4: FoxP3,3656.4897,2990.6372,1282.3057,326.7409,3333.0388,288.9767,992.5648,295.2072
LungImg2.ome.tif,CD4,1762.533,3899.302,824.1371,374.3959,2131.9314,304.8959,294.2462,248.8528
LungImg2.ome.tif,,1775.7313,1454.048,1418.5105,328,1020.2495,992.0576,277.1651,295.856
LungImg2.ome.tif,,1563.7484,2745.2019,992.2298,285.4752,969.9255,1139.1522,272.2981,309.4099
LungImg2.ome.tif,CD4,3267.2461,2206.7002,841.7921,314.0042,2620.7651,277.3338,327.4583,251.5134
LungImg2.ome.tif,CD4: FoxP3,3313.908,1345.6506,1006.7966,350.3013,3265.8235,268.8695,4692.4336,289.1919
LungImg2.ome.tif,CD4,3422.4717,2412.7283,1309.1642,301.9881,2765.3611,347.8239,290.0717,375.791
LungImg2.ome.tif,CD4,1807.5426,1744.5814,860.8178,391.5736,2527.2546,334.907,270.4561,258.8424
LungImg2.ome.tif,CD4,2520.759,1798.8765,1019.9741,344.9422,2652.8267,426.7231,338.257,251.0538
LungImg2.ome.tif,,2239.6121,2707.1821,656.4954,269.6794,810.439,434.2787,304.3279,267.3461
LungImg2.ome.tif,CD4,3564.179,2331.4285,701.4838,321,1551.9943,362.739,298.7086,277.5067
LungImg2.ome.tif,CD4,2670.5574,2066.1689,1155.3826,402.298,3343.9011,352.5516,313.6977,279.7335
LungImg2.ome.tif,CD8,2909.4126,1721.9819,1505.5171,353.7892,1496.6271,2349.499,302.3622,408.7784
LungImg2.ome.tif,,4532.7852,1890.0076,680.7096,423.0151,816.303,803.2525,309.4369,313.9445
LungImg2.ome.tif,CD4,2484.4822,2351.1895,1059.0743,407.9092,2024.4608,329.5613,309.0415,263.5787
LungImg2.ome.tif,CD4,2951.8381,1728.6207,1064.2728,465.5517,3429.7227,567.087,285.6807,276.3223
LungImg2.ome.tif,,3032.0242,1975.2222,1295.657,370.9903,956.256,264.6039,334.2947,339.5652
LungImg2.ome.tif,,1911.9399,1504.6346,860.6178,349.0192,1128.5962,344.4663,272.1611,256.5264
LungImg2.ome.tif,CD4,3437.8242,1682.8054,1425.9561,428.1443,3972.251,314.8222,611.8514,351.1883
LungImg2.ome.tif,CD4: PD1,2344.137,1772.5133,1095.1595,388.7955,2523.9387,292.6871,325.636,1198.8977
LungImg2.ome.tif,,3909.436,2166.064,1453.0914,388.0884,1004.1829,295.5915,338.0762,383.686
LungImg2.ome.tif,,1504.2275,1734.2168,796.4552,366.6505,1543.5126,330.9409,323.6237,255.9122
LungImg2.ome.tif,,2430.3962,2517.9451,697.772,304.4827,537.1022,280.8695,276.5236,263.7091
LungImg2.ome.tif,CD4: FoxP3,2819.6602,2090.8896,801.3503,389.6322,2651.0474,296.6165,1251.3923,258.4571
LungImg2.ome.tif,CD4,1665.1992,2117.6089,1245.8008,507.0959,4657.3174,379.6531,328.7417,289.1107
LungImg2.ome.tif,PD1,3775.3765,1461.4724,875.6499,322.9952,845.2326,338.4101,333.4365,361.2422
